pair	RANK_MAJOR	RANK_MINOR	TYPE	PDB_ID	BIO_UNIT	CHAIN1	MODEL1	SEQ_IDENT1	COVERAGE1	SEQ_BEGIN1	SEQ_END1	DOMAIN1	CHAIN2	MODEL2	SEQ_IDENT2	COVERAGE2	SEQ_BEGIN2	SEQ_END2	DOMAIN2	FILENAME	orf_name_1	gene_name_1	uniprot_ac_1	orf_name_2	gene_name_2	uniprot_ac_2	orf_name_a	orf_name_b
YLR167W_YMR276W	1	0	Structure	1wr1	-	A	-	100.0	50.0	1	76	-	B	-	100.0	12.3	328	373	-	P05759-P48510-EXP-pdb1wr1.ent-A-0-B-0.pdb	YLR167W	RPS31	P05759	YMR276W	DSK2	P48510	YLR167W	YMR276W
YLL039C_YMR276W	1	0	Structure	1wr1	-	A	-	100.0	19.9	1	76	-	B	-	100.0	12.3	328	373	-	P0CG63-P48510-EXP-pdb1wr1.ent-A-0-B-0.pdb	YLL039C	UBI4	P0CG63	YMR276W	DSK2	P48510	YLL039C	YMR276W
YIL148W_YMR276W	1	0	Structure	1wr1	-	A	-	100.0	59.4	1	76	-	B	-	100.0	12.3	328	373	-	P0CH08-P48510-EXP-pdb1wr1.ent-A-0-B-0.pdb	YIL148W	RPL40A	P0CH08	YMR276W	DSK2	P48510	YIL148W	YMR276W
YKR094C_YMR276W	1	0	Structure	1wr1	-	A	-	100.0	59.4	1	76	-	B	-	100.0	12.3	328	373	-	P0CH09-P48510-EXP-pdb1wr1.ent-A-0-B-0.pdb	YKR094C	RPL40B	P0CH09	YMR276W	DSK2	P48510	YKR094C	YMR276W
YMR276W_YMR276W	1	0	Structure	2bwe	1	T	0	100.0	19.6	2	74	-	D	0	100.0	11.8	328	371	-	P48510-P48510-EXP-2bwe.pdb1-T-0-D-0.pdb	YMR276W	DSK2	P48510	YMR276W	DSK2	P48510	YMR276W	YMR276W
YLR167W_YOR369C	1	0	Structure	6eml	1	N	0	100.0	33.6	102	152	-	D	0	100.0	86.7	20	143	-	P05759-P48589-EXP-6eml.pdb1-N-0-D-0.pdb	YLR167W	RPS31	P05759	YOR369C	RPS12	P48589	YLR167W	YOR369C
YKL143W_YOR369C	1	0	Structure	6fai	1	j	0	100.0	9.9	360	405	-	M	0	100.0	87.4	18	142	-	P34078-P48589-EXP-6fai.pdb1-j-0-M-0.pdb	YKL143W	LTV1	P34078	YOR369C	RPS12	P48589	YKL143W	YOR369C
YBR247C_YOR369C	1	0	Structure	6fai	1	i	0	100.0	54.2	205	466	-	M	0	100.0	87.4	18	142	-	P38333-P48589-EXP-6fai.pdb1-i-0-M-0.pdb	YBR247C	ENP1	P38333	YOR369C	RPS12	P48589	YBR247C	YOR369C
YCR093W_YDL165W	1	0	Structure	4by6	1	E	0	89.4	98.4	4	191	-	D	0	97.9	24.3	1567	2078	-	P06100-P25655-EXP-4by6.pdb1-E-0-D-0.pdb	YDL165W	CDC36	P06100	YCR093W	CDC39	P25655	YCR093W	YDL165W
YCR093W_YCR093W	1	0	Structure	4b8b	1	B	0	98.8	24.5	230	746	-	A	0	98.6	24.5	230	746	-	P25655-P25655-EXP-4b8b.pdb1-B-0-A-0.pdb	YCR093W	CDC39	P25655	YCR093W	CDC39	P25655	YCR093W	YCR093W
YDL165W_YPR072W	1	0	Structure	4by6	1	E	0	89.4	98.4	4	191	-	F	0	81.9	38.4	346	560	-	P06100-Q12514-EXP-4by6.pdb1-E-0-F-0.pdb	YDL165W	CDC36	P06100	YPR072W	NOT5	Q12514	YDL165W	YPR072W
YCR093W_YPR072W	1	0	Structure	4by6	2	A	0	98.4	24.3	1567	2079	-	C	0	81.9	38.4	346	560	-	P25655-Q12514-EXP-4by6.pdb2-A-0-C-0.pdb	YCR093W	CDC39	P25655	YPR072W	NOT5	Q12514	YCR093W	YPR072W
YOR361C_YOR361C	1	0	Structure	3ns6	3	B	0	100.0	12.3	76	169	-	A	0	100.0	12.3	76	169	-	P06103-P06103-EXP-3ns6.pdb3-B-0-A-0.pdb	YOR361C	PRT1	P06103	YOR361C	PRT1	P06103	YOR361C	YOR361C
YMR146C_YOR361C	1	0	Structure	3zwl	2	F	0	100.0	5.1	700	738	-	D	0	100.0	98.6	1	342	-	P06103-P40217-EXP-3zwl.pdb2-F-0-D-0.pdb	YOR361C	PRT1	P06103	YMR146C	TIF34	P40217	YMR146C	YOR361C
YBR079C_YMR146C	1	0	Structure	3jap	1	o	0	93.3	50.8	6	495	-	q	0	100.0	98.6	1	342	-	P38249-P40217-EXP-3jap.pdb1-o-0-q-0.pdb	YBR079C	RPG1	P38249	YMR146C	TIF34	P40217	YBR079C	YMR146C
YLR044C_YLR044C	1	0	Structure	2vk8	2	D	0	99.3	99.8	2	563	-	C	0	99.3	99.8	2	563	-	P06169-P06169-EXP-2vk8.pdb2-D-0-C-0.pdb	YLR044C	PDC1	P06169	YLR044C	PDC1	P06169	YLR044C	YLR044C
YDL017W_YPL153C	1	0	Structure	5t2s	3	B	0	100.0	1.8	480	488	-	A	0	91.9	18.1	11	159	-	P06243-P22216-EXP-5t2s.pdb3-B-0-A-0.pdb	YDL017W	CDC7	P06243	YPL153C	RAD53	P22216	YDL017W	YPL153C
YDR217C_YPL153C	1	0	Structure	1k2n	-	P	-	100.0	0.7	599	607	-	A	-	100.0	19.2	573	730	-	P14737-P22216-EXP-pdb1k2n.ent-P-0-A-0.pdb	YDR217C	RAD9	P14737	YPL153C	RAD53	P22216	YDR217C	YPL153C
YPL153C_YPL153C	1	0	Structure	1g6g	1	B	0	100.0	15.1	32	155	-	A	0	100.0	15.5	29	155	-	P22216-P22216-EXP-1g6g.pdb1-B-0-A-0.pdb	YPL153C	RAD53	P22216	YPL153C	RAD53	P22216	YPL153C	YPL153C
YDL017W_YDR052C	1	0	Structure	5t2s	2	D	0	100.0	1.8	480	488	-	C	0	99.1	16.6	104	220	-	P06243-P32325-EXP-5t2s.pdb2-D-0-C-0.pdb	YDL017W	CDC7	P06243	YDR052C	DBF4	P32325	YDL017W	YDR052C
YDR052C_YPL153C	1	0	Structure	5t2s	3	A	0	91.9	18.1	11	159	-	C	0	99.1	16.6	104	220	-	P22216-P32325-EXP-5t2s.pdb3-A-0-C-0.pdb	YPL153C	RAD53	P22216	YDR052C	DBF4	P32325	YDR052C	YPL153C
YDR052C_YDR052C	1	0	Structure	5t2s	3	C	0	99.1	16.6	104	220	-	A	0	98.3	16.3	104	218	-	P32325-P32325-EXP-5t2s.pdb3-C-0-A-0.pdb	YDR052C	DBF4	P32325	YDR052C	DBF4	P32325	YDR052C	YDR052C
YCR031C_YLR441C	1	0	Structure	6fai	1	O	0	100.0	92.7	11	137	-	B	0	100.0	83.9	20	233	-	P06367-P33442-EXP-6fai.pdb1-O-0-B-0.pdb	YCR031C	RPS14A	P06367	YLR441C	RPS1A	P33442	YCR031C	YLR441C
YCR031C_YGL189C	1	0	Structure	5ll6	1	Z	0	100.0	92.7	11	137	-	e	0	100.0	81.5	2	98	-	P06367-P39938-EXP-5ll6.pdb1-Z-0-e-0.pdb	YCR031C	RPS14A	P06367	YGL189C	RPS26A	P39938	YCR031C	YGL189C
YGL189C_YLR441C	1	0	Structure	5ll6	1	Q	0	100.0	83.9	20	233	-	e	0	100.0	81.5	2	98	-	P33442-P39938-EXP-5ll6.pdb1-Q-0-e-0.pdb	YLR441C	RPS1A	P33442	YGL189C	RPS26A	P39938	YGL189C	YLR441C
YCR031C_YOR145C	1	0	Structure	6fai	1	O	0	100.0	92.7	11	137	-	h	0	100.0	66.1	93	273	-	P06367-Q99216-EXP-6fai.pdb1-O-0-h-0.pdb	YCR031C	RPS14A	P06367	YOR145C	PNO1	Q99216	YCR031C	YOR145C
YJR123W_YOR145C	1	0	Structure	6fai	1	F	0	100.0	91.6	20	225	-	h	0	100.0	66.1	93	273	-	P26783-Q99216-EXP-6fai.pdb1-F-0-h-0.pdb	YJR123W	RPS5	P26783	YOR145C	PNO1	Q99216	YJR123W	YOR145C
YLR441C_YOR145C	1	0	Structure	6fai	1	B	0	100.0	83.9	20	233	-	h	0	100.0	66.1	93	273	-	P33442-Q99216-EXP-6fai.pdb1-B-0-h-0.pdb	YLR441C	RPS1A	P33442	YOR145C	PNO1	Q99216	YLR441C	YOR145C
YOR145C_YOR167C	1	0	Structure	6fai	1	c	0	100.0	94.0	5	67	-	h	0	100.0	66.1	93	273	-	Q3E7X9-Q99216-EXP-6fai.pdb1-c-0-h-0.pdb	YOR167C	RPS28A	Q3E7X9	YOR145C	PNO1	Q99216	YOR145C	YOR167C
YOR202W_YOR202W	1	0	Structure	6ezm	1	F	0	97.7	98.6	3	219	-	B	0	97.7	98.6	3	219	-	P06633-P06633-EXP-6ezm.pdb1-F-0-B-0.pdb	YOR202W	HIS3	P06633	YOR202W	HIS3	P06633	YOR202W	YOR202W
YDL042C_YDL042C	1	0	Structure	2hjh	1	B	0	92.5	61.4	211	555	-	A	0	91.9	61.7	210	556	-	P06700-P06700-EXP-2hjh.pdb1-B-0-A-0.pdb	YDL042C	SIR2	P06700	YDL042C	SIR2	P06700	YDL042C	YDL042C
YDL042C_YDR227W	1	0	Structure	4iao	2	B	0	94.1	81.0	101	555	-	D	0	98.9	6.7	803	893	-	P06700-P11978-EXP-4iao.pdb2-B-0-D-0.pdb	YDL042C	SIR2	P06700	YDR227W	SIR4	P11978	YDL042C	YDR227W
YDR227W_YDR227W	1	0	Structure	1pl5	1	S	0	100.0	5.6	1272	1347	-	A	0	100.0	5.5	1272	1346	-	P11978-P11978-EXP-1pl5.pdb1-S-0-A-0.pdb	YDR227W	SIR4	P11978	YDR227W	SIR4	P11978	YDR227W	YDR227W
YLR442C_YNL216W	1	0	Structure	3owt	1	C	0	100.0	2.0	461	480	-	A	0	100.0	17.9	677	824	-	P06701-P11938-EXP-3owt.pdb1-C-0-A-0.pdb	YLR442C	SIR3	P06701	YNL216W	RAP1	P11938	YLR442C	YNL216W
YNL216W_YNL216W	1	0	Structure	3cz6	3	B	1	96.7	18.3	674	824	-	A	0	96.7	18.3	674	824	-	P11938-P11938-EXP-3cz6.pdb3-B-1-A-0.pdb	YNL216W	RAP1	P11938	YNL216W	RAP1	P11938	YNL216W	YNL216W
YOR257W_YOR257W	1	0	Structure	2gv5	1	B	0	96.6	91.9	14	161	-	A	0	96.6	92.5	13	161	-	P06704-P06704-EXP-2gv5.pdb1-B-0-A-0.pdb	YOR257W	CDC31	P06704	YOR257W	CDC31	P06704	YOR257W	YOR257W
YLL003W_YOR257W	1	0	Structure	2doq	1	B	0	96.6	92.5	13	161	-	D	0	96.2	8.4	218	296	-	P06704-Q12369-EXP-2doq.pdb1-B-0-D-0.pdb	YOR257W	CDC31	P06704	YLL003W	SFI1	Q12369	YLL003W	YOR257W
YBR111W-A_YOR257W	1	0	Structure	3fwb	1	A	0	100.0	95.0	9	161	-	C	0	100.0	93.8	6	95	-	P06704-Q6WNK7-EXP-3fwb.pdb1-A-0-C-0.pdb	YOR257W	CDC31	P06704	YBR111W-A	SUS1	Q6WNK7	YBR111W-A	YOR257W
YBR111W-A_YOR098C	1	0	Structure	4mbe	1	G	0	100.0	0.8	331	339	-	C	0	100.0	97.9	2	95	-	P20676-Q6WNK7-EXP-4mbe.pdb1-G-0-C-0.pdb	YOR098C	NUP1	P20676	YBR111W-A	SUS1	Q6WNK7	YBR111W-A	YOR098C
YBR111W-A_YDR159W	1	0	Structure	3fwb	1	B	0	100.0	4.2	752	805	-	C	0	100.0	93.8	6	95	-	P46674-Q6WNK7-EXP-3fwb.pdb1-B-0-C-0.pdb	YDR159W	SAC3	P46674	YBR111W-A	SUS1	Q6WNK7	YBR111W-A	YDR159W
YBR111W-A_YMR223W	1	0	Structure	3mhs	1	A	0	96.4	100.0	1	471	-	B	0	100.0	94.8	5	95	-	P50102-Q6WNK7-EXP-3mhs.pdb1-A-0-B-0.pdb	YMR223W	UBP8	P50102	YBR111W-A	SUS1	Q6WNK7	YBR111W-A	YMR223W
YBR111W-A_YGL066W	1	0	Structure	3mhs	1	E	0	94.5	13.9	5	95	-	B	0	100.0	94.8	5	95	-	P53165-Q6WNK7-EXP-3mhs.pdb1-E-0-B-0.pdb	YGL066W	SGF73	P53165	YBR111W-A	SUS1	Q6WNK7	YBR111W-A	YGL066W
YBR111W-A_YPL047W	1	0	Structure	3mhs	1	C	0	100.0	93.9	3	95	-	B	0	100.0	94.8	5	95	-	Q03067-Q6WNK7-EXP-3mhs.pdb1-C-0-B-0.pdb	YPL047W	SGF11	Q03067	YBR111W-A	SUS1	Q6WNK7	YBR111W-A	YPL047W
YBR111W-A_YBR111W-A	1	0	Structure	4c31	1	E	0	100.0	95.8	4	95	-	B	0	100.0	95.8	4	95	-	Q6WNK7-Q6WNK7-EXP-4c31.pdb1-E-0-B-0.pdb	YBR111W-A	SUS1	Q6WNK7	YBR111W-A	SUS1	Q6WNK7	YBR111W-A	YBR111W-A
YPR160W_YPR160W	1	0	Structure	1ygp	1	B	0	96.5	97.1	27	902	-	A	0	96.5	97.1	27	902	-	P06738-P06738-EXP-1ygp.pdb1-B-0-A-0.pdb	YPR160W	GPH1	P06738	YPR160W	GPH1	P06738	YPR160W	YPR160W
YJR052W_YJR052W	1	0	Structure	5zb2	1	A	0	100.0	71.0	165	565	-	A	1	100.0	71.0	165	565	-	P06779-P06779-EXP-5zb2.pdb1-A-0-A-1.pdb	YJR052W	RAD7	P06779	YJR052W	RAD7	P06779	YJR052W	YJR052W
YJR052W_YPL046C	1	0	Structure	5zb2	1	A	1	100.0	71.0	165	565	-	B	1	81.2	97.0	4	99	-	P06779-Q03071-EXP-5zb2.pdb1-A-1-B-1.pdb	YJR052W	RAD7	P06779	YPL046C	ELC1	Q03071	YJR052W	YPL046C
YER008C_YPR165W	1	0	Structure	3a58	9	F	0	99.4	86.6	7	187	-	E	0	94.8	13.0	75	248	-	P06780-P33332-EXP-3a58.pdb9-F-0-E-0.pdb	YPR165W	RHO1	P06780	YER008C	SEC3	P33332	YER008C	YPR165W
YER008C_YIL068C	1	0	Structure	5yfp	1	C	0	98.6	100.0	1	805	-	A	0	93.1	54.0	611	1332	-	P32844-P33332-EXP-5yfp.pdb1-C-0-A-0.pdb	YIL068C	SEC6	P32844	YER008C	SEC3	P33332	YER008C	YIL068C
YER008C_YPR055W	1	0	Structure	5yfp	1	D	0	91.4	98.0	22	1065	-	A	0	93.1	54.0	611	1332	-	P32855-P33332-EXP-5yfp.pdb1-D-0-A-0.pdb	YPR055W	SEC8	P32855	YER008C	SEC3	P33332	YER008C	YPR055W
YER008C_YER008C	1	0	Structure	3hie	1	B	0	98.8	12.3	76	239	-	A	0	97.0	12.4	75	239	-	P33332-P33332-EXP-3hie.pdb1-B-0-A-0.pdb	YER008C	SEC3	P33332	YER008C	SEC3	P33332	YER008C	YER008C
YDR477W_YDR477W	1	0	Structure	3hyh	3	B	0	88.9	41.4	54	315	-	A	0	90.8	41.4	54	315	-	P06782-P06782-EXP-3hyh.pdb3-B-0-A-0.pdb	YDR477W	SNF1	P06782	YDR477W	SNF1	P06782	YDR477W	YDR477W
YDR477W_YGL115W	1	0	Structure	3tdh	1	A	0	83.7	26.2	465	630	-	C	0	100.0	98.1	6	321	-	P06782-P12904-EXP-3tdh.pdb1-A-0-C-0.pdb	YDR477W	SNF1	P06782	YGL115W	SNF4	P12904	YDR477W	YGL115W
YGL115W_YGL115W	1	0	Structure	2nyc	1	A	0	92.9	43.5	181	320	-	A	1	92.9	43.5	181	320	-	P12904-P12904-EXP-2nyc.pdb1-A-0-A-1.pdb	YGL115W	SNF4	P12904	YGL115W	SNF4	P12904	YGL115W	YGL115W
YDR477W_YGL208W	1	0	Structure	3tdh	1	A	0	83.7	26.2	465	630	-	B	0	92.8	26.7	303	413	-	P06782-P34164-EXP-3tdh.pdb1-A-0-B-0.pdb	YDR477W	SNF1	P06782	YGL208W	SIP2	P34164	YDR477W	YGL208W
YGL115W_YGL208W	1	0	Structure	3tdh	1	C	0	100.0	98.1	6	321	-	B	0	92.8	26.7	303	413	-	P12904-P34164-EXP-3tdh.pdb1-C-0-B-0.pdb	YGL115W	SNF4	P12904	YGL208W	SIP2	P34164	YGL115W	YGL208W
YNL088W_YNL088W	1	0	Structure	1pvg	1	B	0	92.5	27.9	8	405	-	A	0	92.0	28.0	7	406	-	P06786-P06786-EXP-1pvg.pdb1-B-0-A-0.pdb	YNL088W	TOP2	P06786	YNL088W	TOP2	P06786	YNL088W	YNL088W
YDR311W_YER171W	1	0	Structure	5oqj	1	0	0	94.2	90.7	18	723	-	1	0	50.2	99.5	1	639	-	P06839-P32776-EXP-5oqj.pdb1-0-0-1-0.pdb	YER171W	RAD3	P06839	YDR311W	TFB1	P32776	YDR311W	YER171W
YDR311W_YGR258C	1	0	Structure	2lox	1	B	0	100.0	1.9	661	680	-	A	0	100.0	17.8	2	115	-	P07276-P32776-EXP-2lox.pdb1-B-0-A-0.pdb	YGR258C	RAD2	P07276	YDR311W	TFB1	P32776	YDR311W	YGR258C
YDR311W_YER162C	1	0	Structure	2m14	1	B	0	100.0	2.0	90	104	-	A	0	100.0	17.8	2	115	-	P14736-P32776-EXP-2m14.pdb1-B-0-A-0.pdb	YER162C	RAD4	P14736	YDR311W	TFB1	P32776	YDR311W	YER162C
YDR460W_YER171W	1	0	Structure	5oqj	1	0	0	94.2	90.7	18	723	-	3	0	100.0	43.0	8	145	-	P06839-Q03290-EXP-5oqj.pdb1-0-0-3-0.pdb	YER171W	RAD3	P06839	YDR460W	TFB3	Q03290	YDR460W	YER171W
YDR404C_YDR460W	1	0	Structure	5oqm	1	G	0	100.0	100.0	1	171	-	3	0	100.0	43.0	8	145	-	P34087-Q03290-EXP-5oqm.pdb1-G-0-3-0.pdb	YDR404C	RPB7	P34087	YDR460W	TFB3	Q03290	YDR404C	YDR460W
YDR460W_YKL028W	1	0	Structure	5oqj	1	W	0	100.0	39.6	4	194	-	3	0	100.0	43.0	8	145	-	P36100-Q03290-EXP-5oqj.pdb1-W-0-3-0.pdb	YKL028W	TFA1	P36100	YDR460W	TFB3	Q03290	YDR460W	YKL028W
YER171W_YLR005W	1	0	Structure	5oqj	1	0	0	94.2	90.7	18	723	-	6	0	86.9	72.7	123	457	-	P06839-Q04673-EXP-5oqj.pdb1-0-0-6-0.pdb	YER171W	RAD3	P06839	YLR005W	SSL1	Q04673	YER171W	YLR005W
YDR311W_YLR005W	1	0	Structure	5oqj	1	1	0	50.2	99.5	1	639	-	6	0	86.9	72.7	123	457	-	P32776-Q04673-EXP-5oqj.pdb1-1-0-6-0.pdb	YDR311W	TFB1	P32776	YLR005W	SSL1	Q04673	YDR311W	YLR005W
YBR081C_YDR392W	1	0	Structure	6t9k	1	C	0	63.9	99.4	3	337	-	K	0	91.1	17.8	849	1085	-	P06844-P35177-EXP-6t9k.pdb1-C-0-K-0.pdb	YDR392W	SPT3	P06844	YBR081C	SPT7	P35177	YBR081C	YDR392W
YDR392W_YGL112C	1	0	Structure	6t9k	1	C	0	63.9	99.4	3	337	-	E	0	94.1	89.1	8	467	-	P06844-P53040-EXP-6t9k.pdb1-C-0-E-0.pdb	YDR392W	SPT3	P06844	YGL112C	TAF6	P53040	YDR392W	YGL112C
YBR081C_YGL112C	1	0	Structure	6t9k	1	K	0	91.1	17.8	849	1085	-	E	0	94.1	89.1	8	467	-	P35177-P53040-EXP-6t9k.pdb1-K-0-E-0.pdb	YBR081C	SPT7	P35177	YGL112C	TAF6	P53040	YBR081C	YGL112C
YBR198C_YGL112C	1	0	Structure	6t9k	1	D	0	76.2	93.1	56	798	-	E	0	94.1	89.1	8	467	-	P38129-P53040-EXP-6t9k.pdb1-D-0-E-0.pdb	YBR198C	TAF5	P38129	YGL112C	TAF6	P53040	YBR198C	YGL112C
YDR145W_YDR392W	1	0	Structure	6t9k	1	C	0	63.9	99.4	3	337	-	I	0	100.0	20.0	418	525	-	P06844-Q03761-EXP-6t9k.pdb1-C-0-I-0.pdb	YDR392W	SPT3	P06844	YDR145W	TAF12	Q03761	YDR145W	YDR392W
YDR145W_YHR099W	1	0	Structure	6t9j	1	T	0	93.8	100.0	1	3744	-	I	0	100.0	11.3	353	413	-	P38811-Q03761-EXP-6t9j.pdb1-T-0-I-0.pdb	YHR099W	TRA1	P38811	YDR145W	TAF12	Q03761	YDR145W	YHR099W
YDR145W_YOL148C	1	0	Structure	6t9j	1	B	0	100.0	4.6	389	416	-	I	0	100.0	11.3	353	413	-	P50875-Q03761-EXP-6t9j.pdb1-B-0-I-0.pdb	YOL148C	SPT20	P50875	YDR145W	TAF12	Q03761	YDR145W	YOL148C
YDR145W_YGL112C	1	0	Structure	6t9k	1	E	0	94.1	89.1	8	467	-	I	0	100.0	20.0	418	525	-	P53040-Q03761-EXP-6t9k.pdb1-E-0-I-0.pdb	YGL112C	TAF6	P53040	YDR145W	TAF12	Q03761	YDR145W	YGL112C
YDR145W_YGL066W	1	0	Structure	6t9k	1	Q	0	100.0	12.8	353	436	-	I	0	100.0	20.0	418	525	-	P53165-Q03761-EXP-6t9k.pdb1-Q-0-I-0.pdb	YGL066W	SGF73	P53165	YDR145W	TAF12	Q03761	YDR145W	YGL066W
YDR167W_YDR392W	1	0	Structure	6t9k	1	C	0	63.9	99.4	3	337	-	G	0	100.0	68.0	67	206	-	P06844-Q12030-EXP-6t9k.pdb1-C-0-G-0.pdb	YDR392W	SPT3	P06844	YDR167W	TAF10	Q12030	YDR167W	YDR392W
YBR081C_YDR167W	1	0	Structure	6t9k	1	K	0	91.1	17.8	849	1085	-	G	0	100.0	68.0	67	206	-	P35177-Q12030-EXP-6t9k.pdb1-K-0-G-0.pdb	YBR081C	SPT7	P35177	YDR167W	TAF10	Q12030	YBR081C	YDR167W
YBR198C_YDR167W	1	0	Structure	6t9k	1	D	0	76.2	93.1	56	798	-	G	0	100.0	68.0	67	206	-	P38129-Q12030-EXP-6t9k.pdb1-D-0-G-0.pdb	YBR198C	TAF5	P38129	YDR167W	TAF10	Q12030	YBR198C	YDR167W
YDR167W_YGL112C	1	0	Structure	6t9k	1	E	0	94.1	89.1	8	467	-	G	0	100.0	68.0	67	206	-	P53040-Q12030-EXP-6t9k.pdb1-E-0-G-0.pdb	YGL112C	TAF6	P53040	YDR167W	TAF10	Q12030	YDR167W	YGL112C
YDR145W_YDR167W	1	0	Structure	6t9k	1	I	0	100.0	20.0	418	525	-	G	0	100.0	68.0	67	206	-	Q03761-Q12030-EXP-6t9k.pdb1-I-0-G-0.pdb	YDR145W	TAF12	Q03761	YDR167W	TAF10	Q12030	YDR145W	YDR167W
YDR167W_YMR236W	1	0	Structure	6t9k	1	F	0	92.5	76.4	30	149	-	G	0	100.0	68.0	67	206	-	Q05027-Q12030-EXP-6t9k.pdb1-F-0-G-0.pdb	YMR236W	TAF9	Q05027	YDR167W	TAF10	Q12030	YDR167W	YMR236W
YDR392W_YPL254W	1	0	Structure	6t9k	1	C	0	63.9	99.4	3	337	-	H	0	95.4	48.8	181	418	-	P06844-Q12060-EXP-6t9k.pdb1-C-0-H-0.pdb	YDR392W	SPT3	P06844	YPL254W	HFI1	Q12060	YDR392W	YPL254W
YBR081C_YPL254W	1	0	Structure	6t9k	1	K	0	91.1	17.8	849	1085	-	H	0	95.4	48.8	181	418	-	P35177-Q12060-EXP-6t9k.pdb1-K-0-H-0.pdb	YBR081C	SPT7	P35177	YPL254W	HFI1	Q12060	YBR081C	YPL254W
YBR198C_YPL254W	1	0	Structure	6t9k	1	D	0	76.2	93.1	56	798	-	H	0	95.4	48.8	181	418	-	P38129-Q12060-EXP-6t9k.pdb1-D-0-H-0.pdb	YBR198C	TAF5	P38129	YPL254W	HFI1	Q12060	YBR198C	YPL254W
YOL148C_YPL254W	1	0	Structure	6t9k	1	B	0	72.7	41.2	112	360	-	H	0	95.4	48.8	181	418	-	P50875-Q12060-EXP-6t9k.pdb1-B-0-H-0.pdb	YOL148C	SPT20	P50875	YPL254W	HFI1	Q12060	YOL148C	YPL254W
YGL112C_YPL254W	1	0	Structure	6t9k	1	E	0	94.1	89.1	8	467	-	H	0	95.4	48.8	181	418	-	P53040-Q12060-EXP-6t9k.pdb1-E-0-H-0.pdb	YGL112C	TAF6	P53040	YPL254W	HFI1	Q12060	YGL112C	YPL254W
YGL066W_YPL254W	1	0	Structure	6t9k	1	Q	0	100.0	12.8	353	436	-	H	0	95.4	48.8	181	418	-	P53165-Q12060-EXP-6t9k.pdb1-Q-0-H-0.pdb	YGL066W	SGF73	P53165	YPL254W	HFI1	Q12060	YGL066W	YPL254W
YDR145W_YPL254W	1	0	Structure	6t9k	1	I	0	100.0	20.0	418	525	-	H	0	95.4	48.8	181	418	-	Q03761-Q12060-EXP-6t9k.pdb1-I-0-H-0.pdb	YDR145W	TAF12	Q03761	YPL254W	HFI1	Q12060	YDR145W	YPL254W
YMR236W_YPL254W	1	0	Structure	6t9k	1	F	0	92.5	76.4	30	149	-	H	0	95.4	48.8	181	418	-	Q05027-Q12060-EXP-6t9k.pdb1-F-0-H-0.pdb	YMR236W	TAF9	Q05027	YPL254W	HFI1	Q12060	YMR236W	YPL254W
YDR167W_YPL254W	1	0	Structure	6t9k	1	G	0	100.0	68.0	67	206	-	H	0	95.4	48.8	181	418	-	Q12030-Q12060-EXP-6t9k.pdb1-G-0-H-0.pdb	YDR167W	TAF10	Q12030	YPL254W	HFI1	Q12060	YDR167W	YPL254W
YGR183C_YOR065W	1	0	Structure	3cx5	1	D	0	100.0	80.3	62	309	-	I	0	100.0	86.4	2	58	-	P07143-P22289-EXP-3cx5.pdb1-D-0-I-0.pdb	YOR065W	CYT1	P07143	YGR183C	QCR9	P22289	YGR183C	YOR065W
YBL045C_YGR183C	1	0	Structure	3cx5	1	L	0	99.8	94.3	27	457	-	T	0	100.0	86.4	2	58	-	P07256-P22289-EXP-3cx5.pdb1-L-0-T-0.pdb	YBL045C	COR1	P07256	YGR183C	QCR9	P22289	YBL045C	YGR183C
YEL024W_YGR183C	1	0	Structure	3cx5	1	P	0	100.0	86.0	31	215	-	T	0	100.0	86.4	2	58	-	P08067-P22289-EXP-3cx5.pdb1-P-0-T-0.pdb	YEL024W	RIP1	P08067	YGR183C	QCR9	P22289	YEL024W	YGR183C
YKL182W_YKL182W	1	0	Structure	6u5u	1	G	4	99.4	99.8	5	2050	-	G	5	99.4	99.8	5	2050	-	P07149-P07149-EXP-6u5u.pdb1-G-4-G-5.pdb	YKL182W	FAS1	P07149	YKL182W	FAS1	P07149	YKL182W	YKL182W
YKL182W_YPL231W	1	0	Structure	2uv8	1	G	1	99.4	99.8	5	2050	-	C	0	92.3	92.6	1	1747	-	P07149-P19097-EXP-2uv8.pdb1-G-1-C-0.pdb	YKL182W	FAS1	P07149	YPL231W	FAS2	P19097	YKL182W	YPL231W
YPL231W_YPL231W	1	0	Structure	2was	1	B	0	97.5	6.4	1767	1886	-	A	0	94.2	6.4	1767	1886	-	P19097-P19097-EXP-2was.pdb1-B-0-A-0.pdb	YPL231W	FAS2	P19097	YPL231W	FAS2	P19097	YPL231W	YPL231W
YDR226W_YDR226W	1	0	Structure	1dvr	1	B	0	98.6	99.1	3	222	-	A	0	98.6	99.1	3	222	-	P07170-P07170-EXP-1dvr.pdb1-B-0-A-0.pdb	YDR226W	ADK1	P07170	YDR226W	ADK1	P07170	YDR226W	YDR226W
YNL121C_YNL121C	1	0	Structure	2gw1	1	B	0	94.7	83.3	94	607	-	A	0	94.7	83.3	94	607	-	P07213-P07213-EXP-2gw1.pdb1-B-0-A-0.pdb	YNL121C	TOM70	P07213	YNL121C	TOM70	P07213	YNL121C	YNL121C
